system,id,type,answerable,question,refused,answer,sources,gold,gold_points,coding_correctness,coding_groundedness
prod-sol,RU-192,RU,True,Agar nikahnama mein haq mehr ki adaigi ka waqt na likha ho to kab dena hota hai?,False,"Agar Nikahnama mein haq mehr ki adaigi ka waqt ya tareeqa na likha ho, to Section 10 of the Muslim Family Laws Ordinance, 1961 ke mutabiq haq mehr **prompt (mo‘ajjal)** samjha jata hai, yani biwi ko bila taakhir ada kiya jana hota hai. Haq mehr, dowry/jahez se alag hai aur Dowry and Bridal Gifts (Restriction) Act, 1976 mein dowry ki definition mein Mehr shamil nahin۔
Sources:
- Dowry and Bridal Gifts (Restriction) Act, 1976, pp. 1, 3, 4 — https://pakistancode.gov.pk/pdffiles/administrator359d2ddc2ad3cb8f4a5bfa3c263e5ba1.pdf (text retrieved 2026-08-07)
- 2026 LHC 1643 — Fatima Bibi Vs Additional District Judge etc. (Mr. Justice Abid Hussain Chattha) — https://sys.lhc.gov.pk/appjudgments/2026LHC1643.pdf (text retrieved 2026-08-10)
- 2024 LHC 2809 — Nimra Sheikh Vs Muhammad Umair Siddique (Mr. Justice Sultan Tanvir Ahmad) — https://sys.lhc.gov.pk/appjudgments/2024LHC2809.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Dowry and Bridal Gifts (Restriction) Act, 1976; 2026 LHC 1643 — Fatima Bibi Vs Additional District Judge etc; 2024 LHC 2809 — Nimra Sheikh Vs Muhammad Umair Siddique (Mr.","[{""doc_type"": ""statute"", ""title"": ""Muslim Family Laws Ordinance 1961"", ""section"": ""10""}]",payable on demand,,
prod-sol,RU-193,RU,True,Family court ke faisle ke khilaf appeal ho sakti hai?,False,"Ji haan. **Family Courts Act, 1964 ki Section 14** ke mutabiq Family Court ke faisle ya decree ke khilaf appeal ho sakti hai:

- Agar Family Court ko **District Judge, Additional District Judge**, ya un ke barabar notified officer preside kar raha ho, appeal **High Court** mein hogi۔
- Doosre cases mein appeal **District Court** mein hogi۔

Lekin appeal nahin hoti:

- nikah khatam karne ki decree ke khilaf، siwaye Dissolution of Muslim Marriages Act, 1939 ki Section 2(viii)(d) wali wajah ke؛
- **Rs.100,000 ya is se kam** haq mehr/dowry ki decree ke khilaf؛
- **Rs.4,000 mahana ya is se kam** maintenance ki decree ke khilaf؛
- Family Court ke **interim order** ke khilaf appeal ya revision nahin hoti۔

Appellate Court ko appeal **char mahine** mein decide karni hoti hai۔
Sources:
- 2026 LHC 3728 — MST. MARIYA ABDUL SATTAR & 1 OTHERS VS JFC ETC (Mr. Justice Muzamil Akhtar Shabir) — https://sys.lhc.gov.pk/appjudgments/2026LHC3728.pdf (text retrieved 2026-08-10)
- 2023 LHC 434 — Ayesha Tahir Vs ADJ Lahore etc (Mr. Justice Anwaar Hussain) — https://sys.lhc.gov.pk/appjudgments/2023LHC434.pdf (text retrieved 2026-08-10)
- 2025 LHC 3536 — AHMED AMIN VS DISTRICT JUDGE ETC (Mr. Justice Mirza Viqas Rauf) — https://sys.lhc.gov.pk/appjudgments/2025LHC3536.pdf (text retrieved 2026-08-10)
- The Family Courts Act, 1964, p. 8 — https://pakistancode.gov.pk/pdffiles/administratorf08eaec19066a65a1b82cb4ad49feb4d.pdf (text retrieved 2026-08-06)

This is research assistance, not legal advice. Statut","2026 LHC 3728 — MST. MARIYA ABDUL SATTAR & 1 OTHERS VS JFC E; 2023 LHC 434 — Ayesha Tahir Vs ADJ Lahore etc (Mr. Justice A; 2025 LHC 3536 — AHMED AMIN VS DISTRICT JUDGE ETC (Mr. Justic; The Family Courts Act, 1964","[{""doc_type"": ""statute"", ""title"": ""The Family Courts Act 1964"", ""section"": ""14""}]",appeal lies subject to section 14's exclusions,,
prod-sol,RU-194,RU,True,Kisi par jhoota ilzaam laga kar badnaam karne par kya kaarrwai ho sakti hai?,False,"Kisi shakhs par jhoota ilzaam laga kar uski shohrat ko nuqsan pohanchaya jaye to **Defamation Ordinance, 2002 ke tehat defamation ka daawa** kiya ja sakta hai. Zubani jhoota ilzaam **slander** aur likha hua، tasveeri ya electronic/social media par diya gaya ilzaam **libel** kehlata hai.

Daawa karne wale ko aam tor par sabit karna hota hai ke:

1. ilzaam ya baat badnami ka sabab thi؛  
2. woh usi shakhs ke mutalliq thi؛ aur  
3. woh baat mutasira shakhs ke ilawa kam az kam ek aur shakhs tak pohanchai gayi۔

Aisa amal **PPC ki دفعہ 499** ke mutabiq criminal defamation bhi ban sakta hai, jab ilzaam shohrat ko nuqsan pohanchane ki niyyat se، ya yeh jaante hue lagaya/publish kiya gaya ho ke is se shohrat ko nuqsan hoga۔ Criminal defamation ki کارروائی mutasira shakhs kar sakta hai۔ Diye gaye documents saza ya damages ki miktar nahi batate۔
Sources:
- 2022 LHC 3762 — MUHAMMAD RIAZ ETC VS DR. MUHAMMAD SHAHBAZ KHAN (Mr. Justice Ahmad Nadeem Arshad) — https://sys.lhc.gov.pk/appjudgments/2022LHC3762.pdf (text retrieved 2026-08-10)
- Defamation Ordinance, 2002, p. 3 — https://pakistancode.gov.pk/pdffiles/administrator741de22e0685408278606962079d12b2.pdf (text retrieved 2026-08-06)
- 2026 LHC 1279 — Rameeza Majid Nizami Vs AD&J etc (Justice Abher Gul Khan) — https://sys.lhc.gov.pk/appjudgments/2026LHC1279.pdf (text retrieved 2026-08-10)
- Code of Criminal Procedure (CrPC), 1898 (Under Review), p. 127 — https://pakistancode.gov.pk/pdffiles/administrator7db1e56f0f1d39a6e67573ec6b0944e2.pd","2022 LHC 3762 — MUHAMMAD RIAZ ETC VS DR. MUHAMMAD SHAHBAZ KH; Defamation Ordinance, 2002; 2026 LHC 1279 — Rameeza Majid Nizami Vs AD&J etc (Justice Ab; Code of Criminal Procedure (CrPC), 1898 (Under Review)","[{""doc_type"": ""statute"", ""title"": ""Defamation Ordinance 2002""}, {""doc_type"": ""statute"", ""title"": ""Pakistan Penal Code 1860"", ""section"": ""499-500""}]",civil damages under the 2002 Ordinance and criminal prosecution under PPC 499/500,,
prod-sol,RU-195,RU,True,Sar-e-aam kisi khatoon ko tang karne par kaun si dafa lagti hai?,False,"Agar sar-e-aam kisi khatoon par **hamla ya criminal force** us ki hurmat ko majrooh karne ki niyyat se istemal ki jaye, to **Pakistan Penal Code ki dafa 354** lagti hai. Is ki saza do saal tak qaid, jurmana, ya dono ho sakte hain.

Sirf zubani tang karne ya chehr-chaarr ke liye kaunsi dafa lagegi, diye gaye documents is specific nuqte ko address nahi karte. Agar mulzim nashay mein public jagah par logon ke liye annoyance paida kare, to **dafa 510 PPC** bhi relevant ho sakti hai.
Sources:
- Pakistan Penal Code (PPC),1860 (Under Review), pp. 128, 178 — https://pakistancode.gov.pk/pdffiles/administratord5622ea3f15bfa00b17d2cf7770a8434.pdf (text retrieved 2026-08-06)
- Protection Against Harassment of Women at the Work Place Act, 2010, pp. 3, 10 — https://pakistancode.gov.pk/pdffiles/administratorc22e81f4add9ea3dc023086953ca2b4f.pdf (text retrieved 2026-08-07)
- 2025 LHC 7888 — Umar Shahzad Vs Ombudsperson Punjab etc (Mr. Justice Raheel Kamran) — https://sys.lhc.gov.pk/appjudgments/2025LHC7888.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Pakistan Penal Code (PPC),1860 (Under Review); Protection Against Harassment of Women at the Work Place Act; 2025 LHC 7888 — Umar Shahzad Vs Ombudsperson Punjab etc (Mr.","[{""doc_type"": ""statute"", ""title"": ""Pakistan Penal Code 1860"", ""section"": ""509""}]",PPC 509 — insulting the modesty of a woman / harassment,,
prod-sol,RU-196,RU,True,Kya behnon ko wirasat se mehroom karna jurm hai?,False,"Muslim personal law ke tehat behnon ko unke qanooni hissa-e-wirasat se mehroom karna Shariah aur qanoon ki khilaf-warzi hai. Adalati faislon ke mutabiq, mard waris fraud, jhoote gift ya doosre hile istemal karke khawateen ko wirasat se nahi nikaal sakte; kisi behen se hissa chhorwane ka dawa ho to yeh sabit karna hota hai ke usne baghair dabao, apni marzi aur samajh ke saath aisa kiya.

Lekin diye gaye documents yeh wazeh nahi karte ke yeh amal kis khaas criminal offence ke tehat aata hai ya iski kya saza hai.
Sources:
- West Pakistan Muslim Personal Law (Shariat) Application Act, 1962, p. 1 — https://pakistancode.gov.pk/pdffiles/administrator43496aa4c309b625076eccef03abef93.pdf (text retrieved 2026-08-06)
- 2026 LHC 1762 — AJMAL KAN VS MST. ZEENAT JAN ETC (Mr. Justice Mirza Viqas Rauf) — https://sys.lhc.gov.pk/appjudgments/2026LHC1762.pdf (text retrieved 2026-08-10)
- 2025 LHC 1405 — Sadiqan Begum Vs Muhammad Siddique (Mr. Justice Khalid Ishaq) — https://sys.lhc.gov.pk/appjudgments/2025LHC1405.pdf (text retrieved 2026-08-10)
- 2022 LHC 2520 — BASHIR AHMAD VS MUHAMMAD AMIN AKHTAR ETC (Mr. Justice Rasaal Hasan Syed) — https://sys.lhc.gov.pk/appjudgments/2022LHC2520.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","West Pakistan Muslim Personal Law (Shariat) Application Act,; 2026 LHC 1762 — AJMAL KAN VS MST. ZEENAT JAN ETC (Mr. Justic; 2025 LHC 1405 — Sadiqan Begum Vs Muhammad Siddique (Mr. Just; 2022 LHC 2520 — BASHIR AHMAD VS MUHAMMAD AMIN AKHTAR ETC (Mr","[{""doc_type"": ""statute"", ""title"": ""Pakistan Penal Code 1860"", ""section"": ""498-A""}]",yes — depriving a woman of inheritance is a criminal offence,,
prod-sol,RU-197,RU,True,Mafroor mulzim ki jaidad ka kya hota hai?,False,"Mafroor mulzim ki jaidad **khud-ba-khud zabt nahin hoti**۔ Cr.P.C. ki sections 87 aur 88 ke tehat, agar mulzim warrants se bachne ke liye farar ho ya chhupa ho aur due process ke baad court use **proclaimed offender** qarar de, to competent court uski jaidad attach karne ka hukm de sakti hai. Ghair-munqoola jaidad Section 88(3)(a) ke tehat seizure ke zariye attach ki ja sakti hai۔ Is karwai ka bunyadi maqsad mulzim ko adalat mein hazir karwana hota hai۔

Agar jaidad mushtarka ho, to us mein haq ya hissa rakhne wala joint owner attachment ke mamlay mein adalat se ruju kar sakta hai۔
Sources:
- 2025 LHC 4430 — Nosheen Ali Nasir Vs A.S.J. Daska Sialkot etc (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2025LHC4430.pdf (text retrieved 2026-08-10)
- Extradition Act, 1972, pp. 7, 8 — https://pakistancode.gov.pk/pdffiles/administrator3de374c43e9eb70f6a686ecedaa99aec.pdf (text retrieved 2026-08-07)
- 2025 LHC 7088 — Ghulam Abbas Vs Muhammad Ijaz (Mr. Justice Muhammad Jawad Zafar) — https://sys.lhc.gov.pk/appjudgments/2025LHC7088.pdf (text retrieved 2026-08-10)
- 2025 LHC 7583 — USMAN ALI VS STATE (Mr. Justice Sadiq Mahmud Khurram) — https://sys.lhc.gov.pk/appjudgments/2025LHC7583.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","2025 LHC 4430 — Nosheen Ali Nasir Vs A.S.J. Daska Sialkot et; Extradition Act, 1972; 2025 LHC 7088 — Ghulam Abbas Vs Muhammad Ijaz (Mr. Justice M; 2025 LHC 7583 — USMAN ALI VS STATE (Mr. Justice Sadiq Mahmud","[{""doc_type"": ""statute"", ""title"": ""Code of Criminal Procedure 1898"", ""section"": ""87-88""}]",proclamation and attachment of property,,
prod-sol,RU-198,RU,True,Kya zubani sauda bhi qanooni taur par pakka hota hai?,False,"Ji haan, zubani sauda qanooni taur par binding aur enforceable ho sakta hai, بشرطیکہ tamam qanooni sharaait poori hon.

Contract Act, 1872 ke mutabiq:

- Parties baligh, aqalmand aur contract karne ki ahliyat rakhti hon;
- Dono taraf se sharaait par wazeh razamandi ho;
- Maqsad aur consideration qanooni hon; aur
- Agreement qanoonan void na ho.

Zubani agreement ka dawa karne wale ko date, waqt, jagah aur gawahon ke naam wazeh taur par batana aur agreement ko nihayat saaf aur tasalli-bakhsh saboot se sabit karna hota hai—khaas taur par immovable property ki sale aur specific performance ke muqadme mein.

Lekin agar contract pehle se likhit ho, to aam tor par zubani bayan se uski sharaait ko badla, ghata ya contradict nahi kiya ja sakta. Document jis baat par khamosh ho, us par alag aur us se ghair-mutazad zubani agreement sabit kiya ja sakta hai. Arbitration agreement ka likhit hona zaroori hai.
Sources:
- 2026 LHC 1705 — MUHAMMAD NASIR GHOURI VS CH. MUHAMMAD NAZIR ETC (Mr. Justice Tariq Mahmood Bajwa) — https://sys.lhc.gov.pk/appjudgments/2026LHC1705.pdf (text retrieved 2026-08-10)
- 2024 LHC 5787 — NASIR ALI VS MST. RAHEELA MAHDI (Mr. Justice Anwaar Hussain) — https://sys.lhc.gov.pk/appjudgments/2024LHC5787.pdf (text retrieved 2026-08-10)
- 2023 LHC 2392 — Ms Tradhol International SA Sociedad Unipersonal Vs Ms Shakarganj Limited (Mr. Justice Jawad Hassan) — https://sys.lhc.gov.pk/appjudgments/2023LHC2392.pdf (text retrieved 2026-08-10)
- 2025 LHC 3768 — Zafar Ali deceased t",2026 LHC 1705 — MUHAMMAD NASIR GHOURI VS CH. MUHAMMAD NAZIR ; 2024 LHC 5787 — NASIR ALI VS MST. RAHEELA MAHDI (Mr. Justice; 2023 LHC 2392 — Ms Tradhol International SA Sociedad Unipers; 2025 LHC 3768 — Zafar Ali deceased through 11 LRs Vs Ghulam ,"[{""doc_type"": ""statute"", ""title"": ""Contract Act 1872"", ""section"": ""2(h)""}]",enforceable regardless of form unless a law requires writing,,
prod-sol,RU-199,RU,True,Smuggling par kya saza hai Pakistan mein?,False,"Pakistan mein **Customs Act, 1969** ke mutabiq smuggled goods confiscate ho sakte hain aur saza maal ki qeemat ya, narcotics ki surat mein, miqdaar par depend karti hai:

- **PKR 500,001 se PKR 3,000,000 tak:** maal ki qeemat tak penalty; Special Judge se conviction par **2 saal tak qaid**۔
- **PKR 10,000,000 se zyada:** maal ki qeemat se kam nahin aur زیادہ سے زیادہ **5 guna penalty**؛ Special Judge se conviction par **5 se 14 saal qaid**، aur movable/immovable property ka tamam ya kuch hissa zabt ho sakta hai۔
- **Narcotics/psychotropic/controlled substances:**
  - **100 gram ya kam:** 2 saal tak qaid، jurmana، ya dono۔
  - **100 gram se zyada magar 1 kg tak:** 7 saal tak qaid aur jurmana۔
  - **1 kg se zyada:** sazaye maut، umr qaid، ya 14 saal tak qaid، saath **PKR 1,000,000 tak jurmana**۔
  - **10 kg se zyada:** saza **umr qaid se kam nahin**۔

Diye gaye qanooni matn mein PKR 500,000 ya kam aur PKR 3,000,001–10,000,000 ke general smuggled goods ki saza maujood nahin۔
Sources:
- Customs Act, 1969 (Same as on the official website of FBR dated 30-06-2025), pp. 143, 145, 187 — https://pakistancode.gov.pk/pdffiles/administrator6d344e569c576550c200d66afb7b28f6.pdf (text retrieved 2026-08-07)
- Pakistan Merchant Shipping Ordinance, 2001, p. 117 — https://pakistancode.gov.pk/pdffiles/administrator0506da23281ece11e55cd37fe1f0c072.pdf (text retrieved 2026-08-07)
- Passports Act, 1974, p. 2 — https://pakistancode.gov.pk/pdffiles/administrator0ca6ad9e71e29aa62dce67b3f67aff45.pdf (te","Customs Act, 1969 (Same as on the official website of FBR da; Pakistan Merchant Shipping Ordinance, 2001; Passports Act, 1974","[{""doc_type"": ""statute"", ""title"": ""Customs Act 1969"", ""section"": ""2(s) and 156""}]","fines, confiscation and imprisonment under the Customs Act offences table",,
prod-sol,RU-200,RU,True,Kya khudkushi ki koshish ab bhi jurm hai Pakistan mein?,False,"Nahi. Pakistan mein khudkushi ki koshish **28 December 2022 se jurm nahi rahi**, kyun ke Criminal Laws (Amendment) Act, 2022 ke zariye Pakistan Penal Code ki **section 325** khatam kar di gayi.

Albatta, zehreeli cheez ke saath ghaflat baratne ka jurm **PPC section 284** ke tehat ab bhi qanoon mein maujood hai.
Sources:
- 2023 LHC 4991 — Sarwar Taj Vs Govt of the Punjab etc (Mr. Justice Raheel Kamran) — https://sys.lhc.gov.pk/appjudgments/2023LHC4991.pdf (text retrieved 2026-08-10)
- 2022 LHC 7503 — Nasrullah Khan Vs SHO Ps Saddar etc (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2022LHC7503.pdf (text retrieved 2026-08-10)
- 2025 LHC 5436 — Jamshaid . etc. Vs The State (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2025LHC5436.pdf (text retrieved 2026-08-10)
- Code of Criminal Procedure (CrPC), 1898 (Under Review), p. 40 — https://pakistancode.gov.pk/pdffiles/administrator7db1e56f0f1d39a6e67573ec6b0944e2.pdf (text retrieved 2026-08-06)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","2023 LHC 4991 — Sarwar Taj Vs Govt of the Punjab etc (Mr. Ju; 2022 LHC 7503 — Nasrullah Khan Vs SHO Ps Saddar etc (Mr. Jus; 2025 LHC 5436 — Jamshaid . etc. Vs The State (Mr. Justice Ta; Code of Criminal Procedure (CrPC), 1898 (Under Review)","[{""doc_type"": ""statute"", ""title"": ""Pakistan Penal Code 1860"", ""section"": ""325""}]",decriminalised by the 2022 amendment; a dated caveat is required,,
prod-sol,RU-201,RU,False,Pakistan ke maujooda wafaqi wazir-e-qanoon kaun hain?,True,"I'm sorry, I don't have that information in our documents right now. Would you like me to connect you with a member of our team?","2025 LHC 3791 — Ayesha Iftikhar etc Vs Federation of Pakista; Police Act 1861; Finance Ordinance, 2001; Senate Secretariat Services Act, 2017",[],current-affairs fact; correct behaviour is refusal,,
prod-sol,RU-202,RU,True,Copyright kitne saal tak mehfooz rehta hai Pakistan mein?,True,"I'm sorry, I don't have that information in our documents right now. Would you like me to connect you with a member of our team?","Copyright Ordinance, 1962; National University of Modern Languages Ordinance, 2000; Federal Universities Ordinance, 2002; Police Act 1861","[{""doc_type"": ""statute"", ""title"": ""Copyright Ordinance 1962""}]",author's life plus fifty years for literary works,,
prod-sol,C-HOLD-203,C-HOLD,True,What did the LHC decide in Sadaqat Ali Khan vs Zia Safdar Malik (2026 LHC 9)?,False,"The Lahore High Court allowed the writ petition and permitted the defendants to amend their written statement under Order VI Rule 17 CPC.

The Court held that the proposed changes corrected bona fide clerical/typographical errors, clarified the defence, and did not fundamentally change the case or prejudice the opposing party. It emphasized that procedural rules should advance justice and that amendments necessary to determine the real controversy should ordinarily be allowed—even at an advanced stage.

The LHC therefore:

- Set aside the lower courts’ orders dated 5 October 2019 and 13 February 2020.
- Allowed the amendment application, subject to payment of Rs. 10,000 in costs to the respondents.
- Directed the amended written statement to be filed within 15 days of the parties’ first appearance before the trial court.
- Directed the trial court to decide the suit expeditiously, preferably within three months.
Sources:
- 2026 LHC 9 — SADAQAT ALI KHAN (DECEASE) ETC VS ZIA SAFDAR MALIK ETC (Mr. Justice Jawad Hassan) — https://sys.lhc.gov.pk/appjudgments/2026LHC9.pdf (text retrieved 2026-08-10)
- 2022 LHC 6839 — ZIA UD DIN ETC VS MLAIK HAMAYUN IRFAN ETC (Mr. Justice Sadaqat Ali Khan) — https://sys.lhc.gov.pk/appjudgments/2022LHC6839.pdf (text retrieved 2026-08-10)
- 2025 LHC 5784 — Muhammad Ishaque Vs Zafar Iqbal etc (Mr. Justice Ali Zia Bajwa) — https://sys.lhc.gov.pk/appjudgments/2025LHC5784.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Stat",2026 LHC 9 — SADAQAT ALI KHAN (DECEASE) ETC VS ZIA SAFDAR MA; 2022 LHC 6839 — ZIA UD DIN ETC VS MLAIK HAMAYUN IRFAN ETC (M; 2025 LHC 5784 — Muhammad Ishaque Vs Zafar Iqbal etc (Mr. Jus,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 9""}]",the proposed amendments were declined and the petition dismissed,,
prod-sol,C-HOLD-204,C-HOLD,True,What was the outcome in Habib Metropolitan Bank vs Shamshad (2026 LHC 73)?,False,"The Lahore High Court **partly allowed Habib Metropolitan Bank’s petition**, but only regarding the award of damages.

It **set aside the Rs. 2,000,000 damages award** because of a jurisdictional defect, while leaving the rent and eviction findings undisturbed. The Court held that the bank had not produced convincing evidence—such as an acknowledged possession memo or contemporaneous documents—showing that it handed over vacant possession in April 2020. The landlord was permitted to seek damages before the competent forum. **No order as to costs** was made.
Sources:
- 2026 LHC 73 — Habib Metropolitan Bank Limited Through Farooq Ahmad & Yasir Jameel Vs Shamshad Ahmad Khan etc (Mr. Justice Muhammad Sajid Mehmood Sethi) — https://sys.lhc.gov.pk/appjudgments/2026LHC73.pdf (text retrieved 2026-08-10)
- 2025 LHC 3436 — Habib Metropolitan Bank Pakistan Ltd through Authorized Vs Presiding Officer District Consumer Court Skt etc (Mr. Justice Malik Waqar Haider Awan) — https://sys.lhc.gov.pk/appjudgments/2025LHC3436.pdf (text retrieved 2026-08-10)
- 2026 LHC 4010 — Habib Bank Limited through Muhammad Ajmal Senior Manager LHR Vs MS Taunsa Gypsum Pvt Ltd etc (Mr. Justice Hassan Nawaz Makhdoom) — https://sys.lhc.gov.pk/appjudgments/2026LHC4010.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2026 LHC 73 — Habib Metropolitan Bank Limited Through Farooq; 2025 LHC 3436 — Habib Metropolitan Bank Pakistan Ltd through; 2026 LHC 4010 — Habib Bank Limited through Muhammad Ajmal Se,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 73""}]","petition partly allowed, to the extent of the award of damages",,
prod-sol,C-HOLD-205,C-HOLD,True,How did the LHC decide Maryam vs Pakistan Railways (2026 LHC 66)?,False,"The Lahore High Court **allowed Maryam’s constitutional petition** and directed Pakistan Railways to issue her an appointment letter for **Junior Commercial Assistant/Booking (BS-5), Lahore Division**, under the Prime Minister’s Assistance Package.

The appointment remained subject to medical fitness and other required departmental formalities. The Court ordered the authorities to expedite these formalities and complete the entire process **within 30 days of receiving a certified copy of the order**.

The Court held that the later Supreme Court ruling governing future PMAP appointments could not retrospectively defeat an appointment already finalized under the existing policy. However, this protection does not apply where selection was merely provisional, no final decision had been made, the process remained under consideration, or a judicial restraint barred the appointment.
Sources:
- 2026 LHC 66 — Maryam . Vs Pakistan Railways etc. (Mr. Justice Muhammad Sajid Mehmood Sethi) — https://sys.lhc.gov.pk/appjudgments/2026LHC66.pdf (text retrieved 2026-08-10)
- 2026 LHC 1135 — Maryam Nawaz Sharif Vs NAB Through Chairman etc (The Chief Justice) — https://sys.lhc.gov.pk/appjudgments/2026LHC1135.pdf (text retrieved 2026-08-10)
- 2026 LHC 1787 — Commissioner Inland Revenue Multan Vs Ms Northern Power Generation Company (Mr. Justice Malik Javid Iqbal Wains) — https://sys.lhc.gov.pk/appjudgments/2026LHC1787.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice.",2026 LHC 66 — Maryam . Vs Pakistan Railways etc. (Mr. Justic; 2026 LHC 1135 — Maryam Nawaz Sharif Vs NAB Through Chairman ; 2026 LHC 1787 — Commissioner Inland Revenue Multan Vs Ms Nor,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 66""}]",constitutional petition allowed,,
prod-sol,C-HOLD-206,C-HOLD,True,What did the LHC hold in Mazhar Hayat vs Government of the Punjab (2026 LHC 58)?,False,"The Lahore High Court held that the disciplinary proceedings against Mazhar Hayat were legally invalid because they lacked lawful authority, violated statutory requirements, denied him a fair trial, and reflected non-application of mind.

The Court found that the charges were vague and general, procedural safeguards—including access to relevant documents and effective cross-examination—were not properly observed, and the removal penalty was disproportionate. The appellate authority had itself noted that one charge was unproved, another had consequently become infructuous, the remaining misconduct charges were general, and removal from service was harsh, yet it mechanically maintained the penalty.

Accordingly, the LHC:

- allowed the constitutional petition;
- set aside the orders dated 30 March 2022 and 13 March 2025, along with the removal penalty; and
- ordered Mazhar Hayat’s immediate restoration to service with all consequential benefits in accordance with law.
Sources:
- 2026 LHC 58 — Mazhar Hayat Vs Govt. of the Punjab etc. (Mr. Justice Muhammad Sajid Mehmood Sethi) — https://sys.lhc.gov.pk/appjudgments/2026LHC58.pdf (text retrieved 2026-08-10)
- 2022 LHC 8622 — Mazhar Rasool Hashmi Vs Govt. of the Punjab etc (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2022LHC8622.pdf (text retrieved 2026-08-10)
- 2023 LHC 2504 — Mazhar Hussain Asif Vs Province of Punjab etc (Mr. Justice Abid Aziz Sheikh) — https://sys.lhc.gov.pk/appjudgments/2023LHC2504.pdf",2026 LHC 58 — Mazhar Hayat Vs Govt. of the Punjab etc. (Mr. ; 2022 LHC 8622 — Mazhar Rasool Hashmi Vs Govt. of the Punjab ; 2023 LHC 2504 — Mazhar Hussain Asif Vs Province of Punjab et,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 58""}]",constitutional petition allowed and the impugned orders set aside,,
prod-sol,C-HOLD-207,C-HOLD,True,What was the result of SNGPL vs Value CNG (2026 LHC 53)?,False,"The Lahore High Court allowed SNGPL’s appeal to a limited extent. It set aside the judgment dated 2 October 2025 and gave SNGPL one further opportunity to produce its remaining evidence; otherwise, the appeal would be deemed dismissed.

The Trial Court was directed to decide the 2018 recovery suit within 60 days of receiving a certified copy of the High Court judgment and submit a compliance report.
Sources:
- 2026 LHC 53 — SNGPL through Bilal Asghar Vs MS Value CNG through CEO (Mr. Justice Muhammad Sajid Mehmood Sethi) — https://sys.lhc.gov.pk/appjudgments/2026LHC53.pdf (text retrieved 2026-08-10)
- 2026 LHC 1596 — SNGPL . Vs Abdul Ghaffar (Mr. Justice Muzamil Akhtar Shabir) — https://sys.lhc.gov.pk/appjudgments/2026LHC1596.pdf (text retrieved 2026-08-10)
- 2026 LHC 2643 — SNGPL VS MIRZA KHALID JAVED ETC (Mr. Justice Muhammad Raza Qureshi) — https://sys.lhc.gov.pk/appjudgments/2026LHC2643.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2026 LHC 53 — SNGPL through Bilal Asghar Vs MS Value CNG thr; 2026 LHC 1596 — SNGPL . Vs Abdul Ghaffar (Mr. Justice Muzami; 2026 LHC 2643 — SNGPL VS MIRZA KHALID JAVED ETC (Mr. Justice,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 53""}]",petition allowed to the extent that the impugned judgment was interfered with,,
